ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
GILD,8601,126,106,153,694,0,908,0.10556911986978258
GM,3856,52,66,78,261,0,375,0.09725103734439834
GOOG,5431,71,90,137,453,0,608,0.11194991714233106
GOOGL,5431,67,87,138,441,0,598,0.11010863561038482
GS,6762,77,100,137,530,0,689,0.10189293108547767
HD,9121,120,137,215,724,0,978,0.10722508496875342
HON,9121,120,140,151,747,0,965,0.10579980265321785
IBM,9121,127,144,217,765,0,1006,0.11029492380221467
INTC,9121,108,125,173,855,0,1064,0.11665387567152724
INTU,8313,118,129,153,836,0,1024,0.1231805605677854
ISRG,6478,84,90,155,521,0,692,0.10682309354739117
JNJ,9121,129,138,202,752,0,1013,0.11106238351057998
JPM,9121,125,143,193,746,0,998,0.10941782699265432
KEYS,2871,32,49,73,276,0,359,0.1250435388366423
KO,9121,116,131,197,733,0,978,0.10722508496875342
KVUE,722,10,10,16,66,0,86,0.11911357340720222
LEN,9121,140,119,152,711,0,964,0.1056901655520228
LIN,8499,120,122,163,689,0,911,0.10718908106836099
LLY,9121,130,129,233,717,0,991,0.108650367284289
LMT,9121,119,145,218,788,0,1065,0.11676351277272229
LNT,9121,102,153,189,678,0,989,0.10843109308189891
LOW,9121,117,137,161,661,0,900,0.09867339107553996
LULU,4692,62,63,115,402,0,531,0.11317135549872123
LW,2351,24,34,52,239,0,290,0.12335176520629519
MA,4986,64,83,110,452,0,578,0.11592458884877657
MAR,7043,103,115,139,575,0,778,0.11046429078517678
MCD,9121,131,126,195,732,0,988,0.10832145598070388
META,3479,34,49,91,328,0,408,0.1172750790457028
MGM,9121,142,114,154,742,0,967,0.10601907685560794
MHK,8552,118,112,147,673,0,902,0.10547240411599626
MMM,9121,121,130,225,788,0,1046,0.11468040785001644
MO,9121,105,164,211,771,0,1044,0.11446113364762636
MRK,9121,110,123,219,759,0,1000,0.1096371011950444
MSFT,9121,115,129,173,812,0,1050,0.11511895625479662
MU,9121,116,125,150,752,0,981,0.10755399627233855
NFLX,5995,82,90,155,522,0,702,0.1170975813177648
NVDA,6832,108,83,121,698,0,842,0.12324355971896955
ORCL,9121,111,122,225,758,0,999,0.10952746409384936
PG,9121,113,125,224,766,0,1030,0.11292621423089573
PHM,9121,125,121,134,651,0,890,0.09757702006358952
PLTR,1374,19,20,30,108,0,148,0.10771470160116449
PM,4532,47,85,93,405,0,516,0.11385701676963812
RCL,8281,127,134,149,660,0,892,0.10771645936481102
ROST,9121,129,116,144,729,0,942,0.10327814932573183
RTX,9121,120,135,161,759,0,993,0.10886964148667909
STZ,8563,113,121,162,800,0,1010,0.11794931682821441
TGT,9121,119,137,165,730,0,966,0.10590943975441289
TMO,9121,145,123,154,774,0,1014,0.11117202061177503
TMUS,4761,63,68,109,375,0,514,0.1079605124973745
TSLA,3956,54,62,93,311,0,418,0.10566228513650151
UNH,9121,118,138,212,694,0,943,0.10338778642692688
V,4530,50,78,101,434,0,543,0.11986754966887417
VLTO,617,4,7,12,70,0,84,0.13614262560777957
WFC,9121,116,125,159,664,0,900,0.09867339107553996
WMT,9121,106,120,218,731,0,964,0.1056901655520228
XOM,9121,103,150,214,799,0,1051,0.11522859335599167
