ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
FDX,9121,142,118,174,781,0,1038,0.11380331104045609
GE,9121,121,126,218,800,0,1068,0.11709242407630742
GILD,8601,115,106,146,627,0,837,0.09731426578304848
GM,3856,50,63,73,292,0,405,0.10503112033195021
GOOG,5431,62,91,118,447,0,597,0.10992450745719021
GOOGL,5431,61,83,115,442,0,587,0.10808322592524397
GS,6762,73,100,130,562,0,723,0.10692102928127772
HD,9121,114,125,198,727,0,984,0.1078829075759237
HON,9121,122,129,153,791,0,1009,0.1106238351057998
IBM,9121,116,133,178,759,0,976,0.10700581076636334
INTC,9121,107,114,168,696,0,933,0.10229141541497642
INTU,8313,107,126,152,822,0,1011,0.12161674485745218
ISRG,6478,87,96,143,426,0,609,0.09401049706699599
JNJ,9121,120,140,203,778,0,1042,0.11424185944523627
JPM,9121,141,137,194,741,0,1006,0.11029492380221467
KEYS,2871,31,45,65,231,0,320,0.11145942180424939
KO,9121,116,132,189,788,0,1034,0.11336476263567591
KVUE,722,8,8,16,89,0,106,0.14681440443213298
LEN,9121,140,121,140,794,0,1037,0.11369367393926104
LIN,8499,113,121,157,699,0,928,0.10918931639016355
LLY,9121,126,123,203,761,0,1037,0.11369367393926104
LMT,9121,108,134,202,704,0,977,0.10711544786755837
LNT,9121,100,143,173,823,0,1096,0.12016226290976867
LOW,9121,116,120,141,691,0,922,0.10108540730183094
LULU,4692,57,66,104,378,0,505,0.10763000852514919
LW,2351,21,34,51,238,0,295,0.12547851977881752
MA,4986,58,81,97,452,0,576,0.11552346570397112
MAR,7043,92,108,136,610,0,783,0.11117421553315349
MCD,9121,121,115,192,747,0,995,0.10908891568906919
META,3479,32,48,75,331,0,405,0.1164127622880138
MGM,9121,136,121,162,818,0,1038,0.11380331104045609
MHK,8552,111,108,144,667,0,901,0.105355472404116
MMM,9121,123,129,208,811,0,1071,0.11742133537989255
MO,9121,103,158,206,824,0,1092,0.11972371450498849
MRK,9121,110,127,203,784,0,1039,0.11391294814165114
MSFT,9121,107,113,176,751,0,970,0.10634798815919307
MU,9121,118,113,139,741,0,976,0.10700581076636334
NFLX,5995,79,82,137,402,0,570,0.0950792326939116
NVDA,6832,99,76,119,537,0,710,0.10392271662763466
ORCL,9121,104,120,196,695,0,945,0.10360706062931696
PG,9121,114,128,225,782,0,1059,0.11610569016555203
PHM,9121,115,126,124,643,0,883,0.09680956035522421
PLTR,1374,17,14,31,137,0,171,0.12445414847161572
PM,4532,45,68,76,307,0,424,0.09355692850838482
RCL,8281,121,132,154,676,0,896,0.10819949281487742
ROST,9121,121,118,135,849,0,1054,0.1155575046595768
RTX,9121,130,130,173,709,0,969,0.10623835105799803
STZ,8563,111,127,159,828,0,1047,0.1222702323951886
TGT,9121,115,124,155,773,0,1007,0.11040456090340971
TMO,9121,143,128,150,714,0,964,0.1056901655520228
TMUS,4761,64,67,92,380,0,517,0.10859063222012183
TSLA,3956,55,56,94,328,0,430,0.10869565217391304
UNH,9121,114,130,182,793,0,1018,0.11161056901655521
V,4530,49,71,91,377,0,489,0.10794701986754966
VLTO,617,3,7,8,50,0,64,0.10372771474878444
WFC,9121,111,122,152,723,0,963,0.10558052845082776
WMT,9121,112,112,205,748,0,969,0.10623835105799803
XOM,9121,111,136,199,737,0,987,0.10821181887950883
