ticker,rows,jump_count,drop_count,volume_spike_count,volatility_shock_count,regime_shift_count,event_count,event_rate
EMR,9121,163,160,238,716,0,1011,0.11084310930818989
EXPE,5199,108,103,206,502,0,682,0.13117907289863434
FDX,9121,193,176,316,863,0,1154,0.12652121477908124
GE,9121,172,169,344,756,0,1089,0.11939480320140336
GILD,8601,186,167,267,750,0,1045,0.12149750029066388
GM,3856,74,86,130,314,0,459,0.11903526970954356
GOOG,5431,113,120,244,507,0,730,0.13441355183207512
GOOGL,5431,114,120,249,497,0,717,0.13201988584054503
GS,6762,128,133,227,581,0,810,0.11978704525288376
HD,9121,173,186,320,799,0,1135,0.12443810985637539
HON,9121,202,182,271,812,0,1127,0.12356101304681504
IBM,9121,185,180,366,845,0,1162,0.1273983115886416
INTC,9121,158,177,319,746,0,1062,0.11643460146913716
INTU,8313,168,175,246,746,0,1021,0.12281968001924697
ISRG,6478,151,141,258,643,0,881,0.13599876505094166
JNJ,9121,167,188,305,802,0,1120,0.12279355333844973
JPM,9121,168,184,284,800,0,1100,0.12060081131454885
KEYS,2871,47,70,111,292,0,412,0.14350400557297108
KO,9121,170,174,333,768,0,1114,0.12213573073127947
KVUE,722,10,17,28,72,0,98,0.13573407202216067
LEN,9121,199,147,263,720,0,1056,0.11577677886196688
LIN,8499,165,160,209,682,0,979,0.11519002235557124
LLY,9121,166,172,317,839,0,1127,0.12356101304681504
LMT,9121,187,192,278,796,0,1134,0.12432847275518036
LNT,9121,162,197,301,769,0,1168,0.12805613419581185
LOW,9121,189,173,282,800,0,1111,0.12180681942769434
LULU,4692,101,97,213,457,0,647,0.13789428815004262
LW,2351,46,66,100,237,0,344,0.14632071458953635
MA,4986,90,120,164,474,0,641,0.12855996791014843
MAR,7043,132,136,222,607,0,853,0.12111316200482748
MCD,9121,184,165,314,785,0,1117,0.1224646420348646
META,3479,56,87,173,340,0,490,0.14084507042253522
MGM,9121,216,166,260,784,0,1089,0.11939480320140336
MHK,8552,186,164,244,761,0,1046,0.12231057062675398
MMM,9121,183,191,318,844,0,1162,0.1273983115886416
MO,9121,157,214,347,878,1,1207,0.1323319811424186
MRK,9121,186,176,323,815,0,1157,0.12685012608266638
MSFT,9121,182,170,320,845,0,1166,0.1278368599934218
MU,9121,175,154,264,714,0,1003,0.10996601249862954
NFLX,5995,140,128,261,589,0,815,0.1359466221851543
NVDA,6832,134,125,247,597,0,826,0.12090163934426229
ORCL,9121,171,212,371,865,0,1207,0.1323319811424186
PG,9121,174,182,321,813,0,1134,0.12432847275518036
PHM,9121,194,168,216,760,0,1041,0.11413222234404122
PLTR,1374,28,29,65,124,0,176,0.12809315866084425
PM,4532,81,118,151,392,0,573,0.1264342453662842
RCL,8281,194,165,236,767,0,1016,0.12269049631686994
ROST,9121,188,181,271,802,0,1105,0.12114899682052406
RTX,9121,183,186,260,787,0,1087,0.11917552899901326
STZ,8563,188,201,277,807,0,1110,0.12962746700922573
TGT,9121,180,188,264,825,0,1118,0.12257427913605964
TMO,9121,208,174,247,809,0,1116,0.12235500493366955
TMUS,4761,94,117,191,507,0,683,0.14345725687880698
TSLA,3956,89,89,137,348,0,467,0.11804853387259859
UNH,9121,173,213,289,806,0,1120,0.12279355333844973
V,4530,81,106,165,432,0,594,0.13112582781456952
VLTO,617,9,11,24,55,0,78,0.12641815235008103
WFC,9121,167,189,271,742,1,1066,0.11687314987391734
WMT,9121,185,165,326,799,0,1124,0.1232321017432299
XOM,9121,134,176,293,758,0,1074,0.1177502466834777
